nama,no_telp,alamat,latitude,longitude,kategori_1,kategori_2,kategori_3,kategori_4,kategori_5,id
Sorcha Laundry Kosambi (Laundry Antar Jemput Bandung),081234567891,"Jl. Kh. Ahmad Dahlan No.6, RT.01/RW.6, Kukusan, Beji, Depok City, West Java 16425",0.039210942154192185,0.43007284346608365,1,1,1,1,1,388
Laundry Express Bandung,081234567891,"JR33+8XW D'DAILY LAUNDRY, Komp. Universitas Indonesia Jl. Raya Sawangan, Pancoran MAS, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16436",0.03886511813753768,0.4292133307277668,0,1,0,0,0,389
LaundryKlin Cihampelas (Laundry Antar Jemput Bandung),081234567891,"Jl. Margonda No.533, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",0.04225413921126775,0.42898051820414107,1,0,0,0,1,390
Chingu Laundry Antapani,081234567891,"Jl. Radar Auri No.48, RT.7/RW.14, 11, Depok, Cimanggis, Depok City, West Java 16454",0.03958599201003554,0.4316329401722374,1,1,1,1,1,391
Amala Express Laundry & Wet Cleaning,081234567891,"Jl. Mampang Bojong, Mampang, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16433",0.04033672509904207,0.42927090186401173,0,0,1,1,0,392
Hade Laundry Simpang Dago,081234567891,"CITAYAM, Jl. Raya Citayam No.38H, Depok, Pancoran Mas, Depok City, West Java 16431",0.042482878906218824,0.42946231277515867,1,1,1,1,1,393
Kingwash Laundry,081234567891,"Jl. Belitung No.3, Merdeka, Bandung, Bandung City, West Java 40113",0.042192611128765156,0.4295973449928159,0,1,1,0,1,394
Sorcha Laundry Pajajaran (Laundry Antar Jemput Bandung),081234567891,"Jl. Saturnus Tengah II No.23, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286",0.040431550732075494,0.42834790347338014,1,1,1,0,0,395
Laundry Satuan-Laundry Kiloan-Laundry Express-Laundry Antar Jemput | Green Garden Laundry,081234567891,"Jl. Maskumambang No.11, Turangga, Bandung, Bandung City, West Java 40264",0.04025827679385119,0.42854332099218695,1,1,1,0,1,396
Fresh Clean Laundry Bandung,081234567891,"Jl. Maleer Indah III No.40, Maleer, Batununggal, Bandung City, West Java 40274",0.03559453862262496,0.43156630647104777,1,1,0,1,1,397
Chingu Laundry Express,081234567891,"Jl. Cisitu Baru No.1, Dago, Coblong, Bandung City, West Java 40135",0.042149903400910405,0.4288636588140813,0,0,0,0,1,398
SANY LAUNDRY PUSAT,081234567891,"Jl. Maleer Indah III No.40, Maleer, Batununggal, Bandung City, West Java 40274",0.03875482000140429,0.4343924434997968,0,1,1,1,1,399
Wahs Laundry,081234567891,"Sebrang Citi Trans, Jl. Dipati Ukur No.68, Lebak Gede, Coblong, Bandung City, West Java 40132",0.042303995054589816,0.42802198501938893,1,1,1,1,0,400
Waroenk Laundry Tubagus Ismail,081234567891,"Jl. Ciumbuleuit No.25, Ciumbuleuit, Cidadap, Bandung City, West Java 40142",0.04250667579695144,0.4296204306845661,0,0,0,1,0,401
LAUNDRY FAMILY,081234567891,"Depan Alfa Express, Washlab Laundry Tower B, Washlab Smart Laundry, The Jarrdin Apartment Cihampelas, Kota Bandung, Jawa Barat 40131",0.0399266585256568,0.4285665497770683,0,0,0,0,1,402
Roemah Laundry,081234567891,"Jl. Cigadung Raya Timur No.65, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191",0.03549238390917575,0.4302553826031277,0,0,0,1,0,403
Raundry Laundry,081234567891,"Jl. Margasari No.28, Margasari, Buahbatu, Bandung City, West Java 40287",0.03639720865186169,0.4306442143369109,0,0,0,0,1,404
Eighteen laundry (Inhoftank),081234567891,"Jl. Logam No.61, Kujangsari, Bandung Kidul, Bandung City, West Java 40287",0.037329178136828234,0.42895700323299835,1,0,0,0,1,405
LAUNDRY 101,081234567891,"Jl. Gegerkalong Hilir No.133, Sukarasa, Sukasari, Bandung City, West Java 40152",0.04087943897970503,0.4311137982941107,0,0,1,0,0,406
RN Laundry & Dry Cleaning,081234567891,"Asrama Polisi, Samoja, Kec. Batununggal, Kota Bandung, Jawa Barat 40273",0.04389042427594103,0.4305533978966354,1,1,1,1,1,407
I LAUNDRY,081234567891,"OSA Quarter, Jl. Reog No.6a, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40264",0.03844175064043487,0.4342842650929981,0,0,1,1,0,408
"Sepertibaru Laundry - Laundry Antar Jemput - ( Laundry Kiloan , Laundry Satuan , Laundry Sepatu , Laundry Helm , Cuci Helm )",081234567891,"Jalan Jend Sudirman Gg Irsad No. 2 A, Garuda, Andir, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40241",0.04223658561125976,0.43130415985563264,1,1,0,1,1,409
M Laundry,081234567891,"Jl. Maleer Indah I Jl. Gatot Subroto No.17, Maleer, Kec. Batununggal, Kota Bandung, Jawa Barat 40274",0.04180317455951321,0.43027923145824243,0,1,1,1,0,410
Laundry Bandung,081234567891,"Jl. Samoja No.8, Samoja, Batununggal, Bandung City, West Java 40273",0.039334269766620356,0.42938432701893525,1,0,0,0,0,411
Oxy Laundry Ciumbuleuit,081234567891,"Jl. Pasundan No.58, Balonggede, Regol, Bandung City, West Java 40251",0.04352378929020473,0.42900885064401617,1,0,0,1,0,412
DE LAUNDRY EXPRESS,081234567891,"Jl. Cihampelas No.193 A, Cipaganti, Coblong, Bandung City, West Java 40131",0.035398553583359305,0.4270356440695737,0,1,1,1,0,413
Laundry Loverz,081234567891,"Jl. Purwakarta No.190, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291",0.042512014262933384,0.4296337383457205,0,1,1,0,1,414
Malika Laundry,081234567891,"Jl. Merdeka No.25 - 27, Babakanciamis, Sumurbandung, Bandung City, West Java 40117",0.04288977859300469,0.42680607499024426,1,1,1,1,0,415
Mr & Mrs Clean Laundry & Dry Clean,081234567891,"Jl. Ir. H. Juanda No.170, Lebak Siliwangi, Bandung, Bandung City, West Java 40132",0.043349610527237736,0.42776293875513804,1,0,1,0,0,416
Mami Laundry,081234567891,"Jl. Tubagus Ismail Dalam No.40a, Lebak Gede, Coblong, Bandung City, West Java 40132",0.043476738403585125,0.42902487707465387,1,0,1,1,0,417
Smile Laundry Bandung,081234567891,"Jl. Rama No.26b, Arjuna, Cicendo, Bandung City, West Java 40172",0.04489957531145872,0.42861658467509756,0,1,1,0,1,418
AT Laundry,081234567891,"Jl. Pendawa No.25a, RW.68, Arjuna, Cicendo, Bandung City, West Java 40172",0.040198105948462515,0.4304315779447121,1,1,1,1,1,419
LaundryBOSS!,081234567891,"Jl. Cijawura Hilir No.14, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287",0.03928016124700773,0.42844568377934866,1,1,1,1,1,420
Laundryhere,081234567891,"Jl. Boscha No.12, Pasteur, Sukajadi, Bandung City, West Java 40161",0.043024235549767864,0.4294826796974265,1,1,1,1,1,421
HADE Laundry,081234567891,"Ruko Perum Eastern Hills No.1, Cipadung, Cibiru, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",0.04412486436677099,0.42996337722110933,0,1,1,0,1,422
Laundry88,081234567891,"Jl. Babakan Jeruk 1 No.100, Sukagalih, Sukajadi, Bandung City, West Java 40162",0.038106694038218314,0.4289103071746849,1,0,1,1,1,423
Bersihin Laundry,081234567891,"Jl. Tubagus Ismail No.10, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",0.04218066744216176,0.42973123246542766,0,0,1,1,1,424
BJ Laundry,081234567891,"Jl. Industri No.27, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172",0.0344031558839305,0.4304364908088658,0,1,0,0,1,425
Oxy Laundry Dipati Ukur,081234567891,"Jl. Batununggal Mulia Ⅹ No.3, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40267",0.042270697504058985,0.4295355287603595,1,0,1,0,1,426
FLO~WASH Laundry Kiloan,081234567891,"Jl. Samoja No.8, Samoja, Batununggal, Bandung City, West Java 40273",0.03803421757632919,0.42886213248735405,1,0,1,0,1,427
First Clean Laundry for Hotel,081234567891,"Jl. Sekelimus Utara No.103, Batununggal, Bandung Kidul, Bandung City, West Java 40266",0.043072010296181684,0.42992707926362517,1,1,1,1,1,428
AERO CLEAN LAUNDRY BANDUNG,081234567891,"Jl. Inhoftank No.45b, Pelindung Hewan, Astanaanyar, Bandung City, West Java 40243",0.037720695802988424,0.4303018878706002,0,1,0,1,0,429
Maxpress Laundry Express Sumbersari,081234567891,"Jl. Sukasirna No.101, Padasuka, Cibeunying Kidul, Bandung City, West Java 40125",0.03823454577435981,0.42756828439969574,0,1,0,0,0,430
ON Laundry,081234567891,"Mekarsaluyu, Cimenyan, Bandung Regency, West Java 40198",0.04193690765648217,0.430249563482481,0,1,0,0,0,431
Bee Laundry,081234567891,"Jl. Desa Cipadung ruko No.108, Cipadung, Cibiru, Bandung City, West Java 40615",0.04233910225460602,0.4284595161153151,0,0,1,0,0,432
Baltic Laundry,081234567891,"Jl. Pasir Honje IV No.9, Padasuka, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191",0.036421457954965764,0.4287414572804753,1,1,1,1,1,433
Rekleen laundry,081234567891,"Jl. Sidomukti No.65, RW.12, Sukaluyu, Cibeunying Kaler, Bandung City, West Java 40123",0.044360480729766394,0.42848474820402593,1,0,0,1,0,434
Laundry Kiloan Bandung,081234567891,"Jl. Tamblong No.34, Kebon Pisang, Sumurbandung, Bandung City, West Java 40112",0.040215297618573675,0.42915676124343527,1,1,1,1,1,435
SPEED LAUNDRY (cabang),081234567891,"Jl. Ciumbuleuit No.163, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",0.04067549148270366,0.4290857393529057,1,1,1,1,1,436
Bio Clean Laundry Cabang Setiabudi,081234567891,"Samping Pasar Segar, Taman Kopo Indah 2, Jl. Taman Kopo Indah 2 Ruko III No.11, Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",0.04548382064781098,0.4286119102994954,1,0,1,0,1,437
J.Clean Laundry And Wet Clean,081234567891,"Jl. Tubagus Ismail No.14, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",0.04087002880238122,0.42946312363623296,1,1,1,1,1,438
Sinar Bintang Laundry,081234567891,"Jl. Pesantren No.159, Cibabat, Cimahi Utara, Cimahi City, West Java 40513",0.04010988553605066,0.4305737171211934,1,0,0,0,1,439
The Laundry Room,081234567891,"Jl. Sari Asih No.48, Sarijadi, Sukasari, Bandung City, West Java 40151",0.040268591795917796,0.4278849971956129,1,1,1,1,1,440
Sneaklin Cimahi,081234567891,"Jl. Ciumbuleuit No.96, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",0.04308458736010501,0.42642010511907547,0,0,0,1,0,441
LaundryKlin Riviera Kelapa Gading Express Terdekat,081234567891,"Jl. Papanggungan No.12, RT.02/RW.09, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40284",0.10930871027728883,0.396006852634633,1,0,0,1,0,442
Laundry (Box’s Laundry),081234567891,"Jl. Sersan Surip No.125, Ledeng, Cidadap, Bandung City, West Java 40143",0.09799586748443512,0.39881066713499447,1,0,1,0,0,443
Laundry 150 Bekasi,081234567891,"Jl. Cikaso No.71, Sukamaju, Cibeunying Kidul, Bandung City, West Java 40121",0.1017076395438814,0.4006714502064286,1,0,1,1,1,444
BIG CLEAN LAUNDRY BEKASI & KARPET 24 Jam Ekspress !!!,081234567891,"Jl. Luna IV No.3, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40231",0.09482373290152679,0.4005956108471649,1,1,1,1,1,445
Ezy Wash Laundromat Bekasi,081234567891,"Jl. Cisitu Lama XI No.3, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",0.1010261255476903,0.398797359473841,0,0,1,0,0,446
Laundry Koin LAUNDRY HOUSE BEKASI,081234567891,"3MP2+8VV Laundrette, Jl. Purwakarta, Babakan Surabaya, Kec. Antapani, Kota Bandung, Jawa Barat 40291",0.10031638101952756,0.40118792101278267,1,0,1,1,1,447
GLADY n NEAT Laundry - Caman,081234567891,"Heritage, Jl. Cigadung Raya Barat sebrang No.3, Dago, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191",0.09967857005840819,0.3979056984788292,0,1,0,0,0,448
Laundry The Daily Wash Laundromat Karin Bekasi,081234567891,"Jl. Astana Anyar No.308, Nyengseret, Astanaanyar, Bandung City, West Java 40242",0.10027005399270195,0.3995491707824623,1,1,1,0,1,449
Toko Laundry Bekasi,081234567891,"Jl. Sekeloa Tengah No.104, Lebak Gede, Coblong, Bandung City, West Java 40132",0.09723255733150538,0.3988095700876588,1,0,0,1,1,450
PRIMA CLEAN LAUNDRY,081234567891,"Dekat Kampus Universitas Telkom, Jl. PGA No.54, Lengkong, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287",0.10177948262845071,0.4006877151256161,1,0,0,0,1,451
"Laura Laundry, Dry Clean & Shoe Care",081234567891,"Jl. Dipati Ukur No.96, RT.02, Lebak Gede, Coblong, Bandung City, West Java 40132",0.0967217837642591,0.3964723345887524,1,1,0,1,1,452
Mama Laundry,081234567891,"Jl. Phh. Mustofa No.127D, Sukapada, Cibeunying Kidul, Bandung City, West Java 40125",0.10199935504092339,0.40048123173803774,0,1,1,0,1,453
Louvy Laundry,081234567891,"Jl. Nyengseret No.22A, Nyengseret, Astanaanyar, Bandung City, West Java 40243",0.09872696587652541,0.3994192899175095,1,1,1,0,1,454
GLADY n NEAT Laundry - Ratna,081234567891,"Jl. Cigadung Kaler IV No.5, Cigadung, Cibeunying Kaler, Bandung City, West Java 40191",0.09729480927380207,0.3978395417547427,1,0,0,1,0,455
Sense Laundry Bekasi Site,081234567891,"Jl. Reog No.58, Turangga, Lengkong, Bandung City, West Java 40264",0.09377911273609585,0.3999723925653189,1,0,1,0,1,456
LaundryKlin Arana (Laundry Antar dan Jemput),081234567891,"Jl. Sumber Mekar No.33, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222",0.10791518969107827,0.3999486391056255,1,1,1,1,1,457
Quick Laundry,081234567891,"Jalan Haurpancuh II No.76 RT 04 RW 07, Lebak Gede, Coblong, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",0.10085665187338522,0.3993080588572573,1,1,1,1,1,458
Echo Laundry Services,081234567891,"Jl. Saturnus Tengah II No.23, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286",0.09595467334740992,0.4000070688006563,1,1,0,1,1,459
Mega Jaya Laundry Cabang Taman Wisma Asri Bekasi,081234567891,"Jl cikondang no 9 sadang serang, Cikutra, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",0.10296634124343185,0.40135586465049755,0,1,1,1,1,460
Melia Laundry & Dry Cleaning Pekayon,081234567891,"Jl. Karang Tineung Indah Dalam No.19A/181, Cipedes, Sukajadi, Bandung City, West Java 40162",0.09878976071366774,0.3995487892007805,1,0,1,1,0,461
CleanMax Laundry,081234567891,"Jl. RD Rangga Kencana No.68, Mekarwangi, Bojongloa Kidul, Bandung City, West Java 40236",0.09738692043260755,0.4003357537218406,0,1,1,0,1,462
DI-LAUNDRY,081234567891,"4JF3+4XG Laundry, Jl. Bukit Jarian, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",0.09533133958217355,0.3965517989739933,1,0,0,1,0,463
KING LAUNDRY,081234567891,"4HPV+497 Rekleen laundry, Jl. Gegerkalong Girang, Isola, Sukasari, Bandung City, West Java 40153",0.09665844603227103,0.39756155949953076,0,0,0,0,1,464
KANGEN LAUNDRY,081234567891,"Jl. Aceh No.22, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",0.1033405767570067,0.40100099368639697,1,1,0,0,0,465
RIZZ Laundry Outlet #01,081234567891,"Komplek duta taman cileunyi blok 2a no 8, Cileunyi Kulon, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40622",0.09519027740478891,0.3965383482197087,1,1,1,1,0,466
LAUNDRY UAP,081234567891,"Gg. Nangkasuni No.19, RT.04/RW.18, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",0.10122554892097835,0.4011611625973437,0,0,1,0,1,467
“MELATI” LAUNDRY - SBS,081234567891,"Ps. Kosambi, Jl. A. Yani, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",0.10350778836945507,0.3995676297963211,1,0,1,1,1,468
FRESKLIN LAUNDRY BEKASI,081234567891,"JL. Setiabudi, No. 7 / 171B, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",0.10025195749784832,0.39946631985979497,1,0,1,1,1,469
AiraQu Laundry,081234567891,"2JWW+CPG Laundry, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",0.10313083838165216,0.4011595885729067,1,1,1,0,1,470
Qlau Laundry,081234567891,"Jl. Sultan Tirtayasa No.24, Citarum, Bandung Wetan, Bandung City, West Java 40115",0.09975131796772019,0.4014250740280385,0,0,1,0,1,471
Twins Laundry - Laundry & Dry Cleaning | Laundry Express | Laundry Antar Jemput,081234567891,"Jl. A. Yani No.353, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",0.10146342734583047,0.4002357793212008,1,1,0,0,0,472
LOUVY LAUNDRY JATI BENING,081234567891,"Jl. Ciroyom No.95/77, Dungus Cariang, Andir, Bandung City, West Java 40183",0.09855866847438577,0.3978026714247358,1,1,0,1,0,473
Kang Laundry Services,081234567891,"Jl. Raya Cibabat No.452, Cibabat, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40523",0.099119297884954,0.3987470860872593,1,1,1,1,0,474
Violet Laundry,081234567891,"Jalan Kelapa Hibrida Timur Blok RB-8 Nomor 11A, Pegangsaan Dua, Kelapa Gading",0.09436887750337852,0.39959529446825304,1,1,1,0,1,475
The Daily Wash Pondok Ungu,081234567891,"Ruko Grand Galaxy City, Jl. Lotus Utara 1 blok RSO C No 7, RT.004/RW.019, Jaka Setia, Bekasi Selatan, Bekasi, West Java 17147",0.10631889788003179,0.40028595731236116,0,1,0,1,1,476
Laundry Clean 'N Clean,081234567891,"Jl. KH. Agus Salim No.150 E, RT.008/RW.007, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0.09421759080640146,0.4012015625579082,1,0,1,1,1,477
Wish Laundry,081234567891,"Jl. Bengkong Raya No.33, RT.004/RW.003, Padurenan, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17156",0.10279225296293903,0.39981484702843506,0,0,0,0,1,478
GR Laundry & Dry Clean,081234567891,"Jl. Patriot No.188A, RT.004/RW.003, Jakasampurna, Bekasi Barat, Bekasi, West Java 17145",0.09979692113475147,0.4045048674797824,1,0,1,1,0,479
BAWISE LAUNDRY,081234567891,"Jl. Ampera No.42, Duren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",0.10182861461197856,0.40096178616858946,1,1,1,1,1,480
Clean.In Laundry,081234567891,"Jl. Caman Raya No.23, RT.008/RW.001, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0.10162828641394783,0.40083486256167156,1,1,1,0,0,481
Dhe Laundry,081234567891,"Jl. Lele Raya No.79, RT.005/RW.006, Kayuringin Jaya, Bekasi Selatan, Bekasi, West Java 17144",0.10142108154787277,0.3987436995498337,0,1,1,1,1,482
INDOCLEAN Laundry House,081234567891,"Jl. Raya Pekayon Jl. Kp. Utan No.26, RT.002/RW.002, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17147",0.09719012105107327,0.4006507970978994,1,0,0,1,1,483
LaundryKlin Mekarsari,081234567891,"Jl. KH. Agus Salim No.2 (Samping, Jl. KH. Agus Salim Gg. Pandu dekat SMAN 1, RT.008/RW.007, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0.10183775334187961,0.4010334281293524,1,1,0,0,0,484
Ny.Uci Laundry Barata,081234567891,"Jl. Raya Jati Makmur No.97, RT.003/RW.005, Jatimakmur, Pondok Gede, Bekasi, West Java 17413",0.10386193677374234,0.3996294460287766,1,0,1,0,0,485
Lemon Laundry,081234567891,"Kecamatan:, Jl. Raya Perjuangan No.28, RT.01/RW.009, Kelurahan:, Marga Mulya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17124",0.09809729833809022,0.39948997792406793,1,1,1,1,1,486
Deyona Laundry,081234567891,"Pondok Pekayon Indah Jalan Ketapang Raya Blok DD38 No, RT.006/RW.001, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17148",0.09682538619729664,0.39656610828706196,1,1,0,0,0,487
LAUNDRY ( ZUE LAUNDRY SUMMARECON ),081234567891,"Jl. Dr. Ratna No.2, RT.001/RW.002, Jatikramat, Kec. Jatiasih, Kota Bks, Jawa Barat 17421",0.10212684484716783,0.40044832031797917,0,1,0,1,0,488
Choayo Laundry And Wet Cleaning,081234567891,"RT.001/RW.001, Padurenan, Mustika Jaya, Bekasi, West Java 16340",0.09069166974910292,0.3984280838012513,1,1,1,1,1,489
Super Clean Laundry,081234567891,"Ruko Arana IX 3 No. 19, Setia Asih, Kec. Tarumajaya, Kabupaten Bekasi, Jawa Barat 17215",0.09819646712988861,0.4003309839508171,1,1,0,1,1,490
Laundry Kiloan dan Satuan Pulo Gebang (Voryclean Laundry Services),081234567891,"Jl. Sadewa I No.5, Kayuringin Jaya, Bekasi Selatan, Bekasi, West Java 17144",0.10529508868368254,0.39821883394647983,1,0,0,1,1,491
Arlet Laundry - Bekasi,081234567891,"Jl. Batu Giok Raya No.157, RT.001/RW.005, Bojong Rawalumbu, Rawa Lumbu, Bekasi, West Java 17116",0.10150007274790929,0.4001837411193421,1,1,0,0,0,492
Arzha Laundry,081234567891,"Taman Wisma Asri Jl Taman Wisma Asri Blok L6A kel, RT.001/RW.032, Tlk. Pucung, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17121",0.102547316905094,0.4000813341354812,0,0,1,1,0,493
Laundri Ridho Clean,081234567891,"Jl. Raya Pekayon No.55, RT.003/RW.001, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17418",0.10258794353604062,0.398996592809465,0,1,1,0,0,494
Rumah Nata Laundry Services,081234567891,"Ruko Hamz, Jl. Makrik, RT.004/RW.004, Bojong Rawalumbu, Rawa Lumbu, Bekasi, West Java 17116",0.10258839594841185,0.40243111413217836,1,1,0,0,1,495
Icha Laundry,081234567891,"Jl. Raya Hankam No.7, Jatiwarna, Kec. Pd. Melati, Kota Bks, Jawa Barat 17415",0.09557491840290466,0.39919701858784506,1,1,1,1,1,496
LaundryOne,081234567891,"Jl. Raya Pekayon No.55, RT.003/RW.001, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17418",0.10262811775461578,0.39621896435201887,1,1,1,1,1,497
Metro Laundry 3 Cabang Mustikasari,081234567891,"indah 1 ruko pink, Jl. Raya Jatikramat, RT.006/RW.009, Jatikramat, Kec. Jatiasih, Kota Bks, Jawa Barat 17421",0.09557401357816198,0.40008438678893654,1,1,1,1,1,498
Koala Laundry - Duren Sawit,081234567891,"Prima harapan regency, Blk. I4 No.1, RT.002/RW.018, Harapan Baru, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17123",0.10229351356477057,0.39722395510653374,1,0,1,0,1,499
Laundry sepatu dan tas Rawalumbu (Raja Cuci Sepatu),081234567891,"Jl. Raya Hankam, RT.006/RW.009, Jatiwarna, Pondok Melati, Bekasi, West Java 17415",0.09774025449462631,0.40036394306858547,0,1,0,0,0,500
Kartika Laundry Bintara6,081234567891,"Jl. Utama (Jl. Borobudur Raya) Blok D No. 236, Perum. Duren Jaya - Bekasi, RT.009/RW.009, Duren Jaya, Bekasi Timur, Bekasi, West Java 17111",0.101939274678009,0.3979899803328024,1,0,0,0,0,501
star laundry bekasi,081234567891,"Jl. Merbabu Raya No.16, RT.006/RW.007, Harapan Jaya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17124",0.10270756136702364,0.40015631493595993,1,1,1,1,1,502
Orang Laundry,081234567891,"Perumnas 2, Jl. Gabus Raya No.181, RT.002/RW.007, Kayuringin Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17144",0.10355031513236135,0.39915747718606553,1,0,1,1,0,503
Laundry 33,081234567891,"Jl. Duta Boulevard Barat No.16, RT.012/RW.014, Harapan Baru, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17123",0.10097319330024324,0.4004797531090203,0,1,0,0,0,504
DRClean Laundry & Drycleaning Service,081234567891,"Jl. Cendrawasih IV No.RT 008, Jaladha Pura, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",0.09844746551350969,0.40111780537874697,0,1,0,0,1,505
MAW Laundry,081234567891,"Jl. Raya Perjuangan No.9, RT.004/RW.001, Marga Mulya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17143",0.09204058247549907,0.39696929703162276,1,1,0,0,1,506
Beach Laundry & Quick Dry - Karpet Sofa Spring Bed,081234567891,"Jl. Dr. Ratna No.163 C, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0.09176958746506458,0.4048798191798886,0,0,1,1,0,507
Solusi Laundry,081234567891,"Jl. Aster Raya No.22, RT.006/RW.014, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17147",0.10065578078050907,0.4018882187943573,1,1,0,1,1,508
Dreklin Laundry & Dry Cleaning,081234567891,"Jl. Ps. Lama No.244, RT.002/RW.004, Raya, Kec. Bantar Gebang, Kota Bks, Jawa Barat 17157",0.09896683491581137,0.3976644434604939,1,0,0,0,1,509
Binatu,081234567891,"Jl. Kenanga 6 Blok DD No.5, RT.010/RW.010, Kaliabang Tengah, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17125",0.10235440826995335,0.39948768843397797,1,0,1,0,1,510
Sonne Laundry & Dry Cleaning,081234567891,"Ruko Central Bisnis, Jl. Dukuh Zamrud Jl. Zamrud Selatan No.68, RT.003/RW.009, Padurenan, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17166",0.09646825187135843,0.4006026701082792,0,1,1,0,0,511
BS Laundry Cikarang,081234567891,"Jl. Kapuas Raya No.88B, RT.008/RW.019, Harapan Jaya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17124",0.0933864187977701,0.4068142952136249,1,0,0,1,1,512
Laundry Mania,081234567891,"Jl. Perum Mustika No.B1/17, RT./RW/RW.004/038, Wanasari, Cibitung, Bekasi Regency, West Java 17520",0.10248904619166499,0.4011572036873954,1,1,1,1,1,513
aQualis Laundry & Green Dry Clean - Kelapa Indah,081234567891,"Jalan Mekar sari Rt 04 Rw 03 #28 Bekasi Jaya Bekasi Timur, RT.010/RW.003, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0.10042342178658725,0.3963935379714556,0,1,0,1,1,514
Laundry In,081234567891,"Jl. Mekar Sari, RT.003/RW.003, Bekasi Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0.09496651424592262,0.3964477702679856,1,0,1,0,1,515
MaxPRESS Coin Laundry LIPPO CIKARANG,081234567891,"Jl. Bintara No.29A, RT.007/RW.008, Kranji, Bekasi Barat, Bekasi, West Java 17137",0.0928272371067903,0.4062342910572472,1,1,1,1,1,516
Cuci Kiloan Apsari Laundry & Dry Clean,081234567891,"Jl. Narogong Ceria Jl. Narogong Indah No.D149, RT.005/RW.023, Pengasinan, Rawa Lumbu, Bekasi, West Java 17115",0.1010622280549236,0.39958580262391763,1,1,1,1,1,517
